"view_name","source_id","replica_id","unid","form","title","doc_date","onenote_page_id","onenote_web_url","onenote_client_url","url_from_error","migration_status","error_message","processed_at","link_resolution_status","documentdate","documentno","entryuser","system","subsystem","syogai_ck","fd_text_1","worktime","status","documentdate_2","replydate","temporary_comp","temporary_plan","parmanet_plan","parmanet_comp","ask","task","measure","fd_id_1","measure_2"
"VwSyogai_11ALL","49258C3000042207_85695A89F5C3350349258A9B000508FB","49258C3000042207","85695A89F5C3350349258A9B000508FB","","原産業)全銀TCP Bｾﾝﾀｰで受信ｴﾗｰ","2024/01/05","1-b9a8da1b4c09420f92d16d27c4067406!73-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2F%E5%8E%9F%E7%94%A3%E6%A5%AD%5C%29%E5%85%A8%E9%8A%80TCP%20B%EF%BD%BE%EF%BE%9D%EF%BE%80%EF%BD%B0%E3%81%A7%E5%8F%97%E4%BF%A1%EF%BD%B4%EF%BE%97%EF%BD%B0%7Cbbd0d407-112a-4571-823f-5148c8402768%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#%E5%8E%9F%E7%94%A3%E6%A5%AD%29%E5%85%A8%E9%8A%80TCP%20B%EF%BD%BE%EF%BE%9D%EF%BE%80%EF%BD%B0%E3%81%A7%E5%8F%97%E4%BF%A1%EF%BD%B4%EF%BE%97%EF%BD%B0&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=bbd0d407-112a-4571-823f-5148c8402768&end","","done","","2026-03-25T02:15:08","HAS_LINK_UNRESOLVED","2024/01/05","6908","片岡 操","食肉","基盤系","警告・定例監視エラー","原産業)全銀TCP Bｾﾝﾀｰで受信ｴﾗｰ","","完了承認済","2024/01/05","2024/01/05","2024/01/05","2024/01/05","2024/01/21","2024/01/21","","全銀TCPジョブ","暫定 恒久","食肉","暫定 恒久"
"VwSyogai_11ALL","49258C3000042207_F1EA3E5C96A35E7E49258A9B000DEFDE","49258C3000042207","F1EA3E5C96A35E7E49258A9B000DEFDE","","ﾃﾞｨｽｸのｴﾗｰ(南港DC ﾌｰﾄﾞ 障害対策区画)","2024/01/05","1-34b9b32d53b8484e9dd395fdd28613fc!148-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2F%EF%BE%83%EF%BE%9E%EF%BD%A8%EF%BD%BD%EF%BD%B8%E3%81%AE%EF%BD%B4%EF%BE%97%EF%BD%B0%28%E5%8D%97%E6%B8%AFDC%20%EF%BE%8C%EF%BD%B0%EF%BE%84%EF%BE%9E%20%E9%9A%9C%E5%AE%B3%E5%AF%BE%E7%AD%96%E5%8C%BA%E7%94%BB%5C%29%7C42ef0e63-dfd1-4b92-8989-8bd3c4bbc901%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#%EF%BE%83%EF%BE%9E%EF%BD%A8%EF%BD%BD%EF%BD%B8%E3%81%AE%EF%BD%B4%EF%BE%97%EF%BD%B0%28%E5%8D%97%E6%B8%AFDC%20%EF%BE%8C%EF%BD%B0%EF%BE%84%EF%BE%9E%20%E9%9A%9C%E5%AE%B3%E5%AF%BE%E7%AD%96%E5%8C%BA%E7%94%BB%29&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=42ef0e63-dfd1-4b92-8989-8bd3c4bbc901&end","","done","","2026-03-25T02:15:15","NO_LINK","2024/01/05","6909","金澤 健志","その他","ハード障害など","障害","ﾃﾞｨｽｸのｴﾗｰ(南港DC ﾌｰﾄﾞ 障害対策区画)","100","完了承認済","2024/01/05","2024/01/05","2024/01/09","2024/01/05","","","","ハード障害など","暫定","","暫定"
"VwSyogai_11ALL","49258C3000042207_08205D38E3CE349449258A9B001E6726","49258C3000042207","08205D38E3CE349449258A9B001E6726","","ｵﾝﾗｲﾝ冷蔵庫在庫差異ﾘｽﾄに不正な払出し数が反映される｡","2024/01/05","1-0187108f0caf44158605b6203f47f52e!239-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2F%EF%BD%B5%EF%BE%9D%EF%BE%97%EF%BD%B2%EF%BE%9D%E5%86%B7%E8%94%B5%E5%BA%AB%E5%9C%A8%E5%BA%AB%E5%B7%AE%E7%95%B0%EF%BE%98%EF%BD%BD%EF%BE%84%E3%81%AB%E4%B8%8D%E6%AD%A3%E3%81%AA%E6%89%95%E5%87%BA%E3%81%97%E6%95%B0%E3%81%8C%E5%8F%8D%E6%98%A0%E3%81%95%E3%82%8C%E3%82%8B%EF%BD%A1%7Cb382f8ed-e346-4797-b5d6-89af95feae98%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#%EF%BD%B5%EF%BE%9D%EF%BE%97%EF%BD%B2%EF%BE%9D%E5%86%B7%E8%94%B5%E5%BA%AB%E5%9C%A8%E5%BA%AB%E5%B7%AE%E7%95%B0%EF%BE%98%EF%BD%BD%EF%BE%84%E3%81%AB%E4%B8%8D%E6%AD%A3%E3%81%AA%E6%89%95%E5%87%BA%E3%81%97%E6%95%B0%E3%81%8C%E5%8F%8D%E6%98%A0%E3%81%95%E3%82%8C%E3%82%8B%EF%BD%A1&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=b382f8ed-e346-4797-b5d6-89af95feae98&end","","done","","2026-03-25T02:21:23","HAS_LINK_UNRESOLVED","2024/01/05","6910","鞍田 淑子","食肉","04.在庫（食肉）","既知障害","ｵﾝﾗｲﾝ冷蔵庫在庫差異ﾘｽﾄに不正な払出し数が反映される｡","70","完了承認済","2024/01/05","2024/01/05","2024/01/05","2024/01/05","2024/01/05","2024/01/05","","(既知 食肉-67) ロット別商品受払の不要データ発生","暫定 恒久","食肉","暫定 恒久"
"VwSyogai_11ALL","49258C3000042207_90D8E8079794E03349258A9B0025B45C","49258C3000042207","90D8E8079794E03349258A9B0025B45C","","NFP諫早) 12月月末債権ﾃﾞｰﾀ S4へ未送信","2024/01/05","1-037260e42f9942b6b9e3db7b50d75284!195-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2FNFP%E8%AB%AB%E6%97%A9%5C%29%2012%E6%9C%88%E6%9C%88%E6%9C%AB%E5%82%B5%E6%A8%A9%EF%BE%83%EF%BE%9E%EF%BD%B0%EF%BE%80%20S4%E3%81%B8%E6%9C%AA%E9%80%81%E4%BF%A1%7Cc1d386d8-18b0-4013-a353-b916436ca6a7%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#NFP%E8%AB%AB%E6%97%A9%29%2012%E6%9C%88%E6%9C%88%E6%9C%AB%E5%82%B5%E6%A8%A9%EF%BE%83%EF%BE%9E%EF%BD%B0%EF%BE%80%20S4%E3%81%B8%E6%9C%AA%E9%80%81%E4%BF%A1&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=c1d386d8-18b0-4013-a353-b916436ca6a7&end","","done","","2026-03-25T02:21:29","HAS_LINK_UNRESOLVED","2024/01/05","6911","濵口 清美","ＮＦＰ","12.債権債務（パッカー）","警告・定例監視エラー","NFP諫早) 12月月末債権ﾃﾞｰﾀ S4へ未送信","30","完了承認済","2024/01/05","2024/01/05","2024/01/05","2024/01/05","","","","R3への送信","暫定","ＮＦＰ","暫定"
"VwSyogai_11ALL","49258C3000042207_294C4E4005C0D03749258A9B00294A6F","49258C3000042207","294C4E4005C0D03749258A9B00294A6F","","経理確定ﾃﾞｰﾀ受信","2024/01/05","1-910259655bd444738984921e88909bc5!188-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2F%E7%B5%8C%E7%90%86%E7%A2%BA%E5%AE%9A%EF%BE%83%EF%BE%9E%EF%BD%B0%EF%BE%80%E5%8F%97%E4%BF%A1%7C9792ab6f-ea28-48ce-ab93-6c0f61930008%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#%E7%B5%8C%E7%90%86%E7%A2%BA%E5%AE%9A%EF%BE%83%EF%BE%9E%EF%BD%B0%EF%BE%80%E5%8F%97%E4%BF%A1&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=9792ab6f-ea28-48ce-ab93-6c0f61930008&end","","done","","2026-03-25T02:21:36","HAS_LINK_UNRESOLVED","2024/01/05","6912","濵口 清美","食肉","07.債権債務（食肉）","警告・定例監視エラー","経理確定ﾃﾞｰﾀ受信","13","完了承認済","2024/01/05","2024/01/05","2024/01/05","2024/01/05","","","","経理確定データ受信","暫定","食肉","暫定"
"VwSyogai_11ALL","49258C3000042207_BC40C21DB1F0E4FD49258A9B002B081B","49258C3000042207","BC40C21DB1F0E4FD49258A9B002B081B","","ﾌｰﾄﾞ売上個体識別情報取込ｴﾗｰ","2024/01/05","1-9853c5fd9b57442bba1a4f5fa08ed555!106-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2F%EF%BE%8C%EF%BD%B0%EF%BE%84%EF%BE%9E%E5%A3%B2%E4%B8%8A%E5%80%8B%E4%BD%93%E8%AD%98%E5%88%A5%E6%83%85%E5%A0%B1%E5%8F%96%E8%BE%BC%EF%BD%B4%EF%BE%97%EF%BD%B0%7Ceb5508ca-3430-4e7c-8c9d-935bcea9776c%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#%EF%BE%8C%EF%BD%B0%EF%BE%84%EF%BE%9E%E5%A3%B2%E4%B8%8A%E5%80%8B%E4%BD%93%E8%AD%98%E5%88%A5%E6%83%85%E5%A0%B1%E5%8F%96%E8%BE%BC%EF%BD%B4%EF%BE%97%EF%BD%B0&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=eb5508ca-3430-4e7c-8c9d-935bcea9776c&end","","done","","2026-03-25T02:21:43","NO_LINK","2024/01/05","6913","小石沢 康子","フード","新販売システム","障害","ﾌｰﾄﾞ売上個体識別情報取込ｴﾗｰ","60","完了承認済","2024/01/05","2024/01/05","2024/01/05","2024/01/05","","","","個体識別","暫定","フード","暫定"
"VwSyogai_11ALL","49258C3000042207_E56F6058E5F7EA2749258A9B0031DEE5","49258C3000042207","E56F6058E5F7EA2749258A9B0031DEE5","","汎用ﾜｰｸﾌﾛｰ申請RPAにてｴﾗｰ発報(ｴﾗｰ(01)ｼｽﾃﾑｴﾗｰ)","2024/01/05","1-7244452223d7405e802decdaf4b47a5a!37-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2F%E6%B1%8E%E7%94%A8%EF%BE%9C%EF%BD%B0%EF%BD%B8%EF%BE%8C%EF%BE%9B%EF%BD%B0%E7%94%B3%E8%AB%8BRPA%E3%81%AB%E3%81%A6%EF%BD%B4%EF%BE%97%EF%BD%B0%E7%99%BA%E5%A0%B1%28%EF%BD%B4%EF%BE%97%EF%BD%B0%2801%5C%29%EF%BD%BC%EF%BD%BD%EF%BE%83%EF%BE%91%EF%BD%B4%EF%BE%97%EF%BD%B0%5C%29%7Ceb7463c7-2dd4-435e-8b37-4b5f5dd9979d%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#%E6%B1%8E%E7%94%A8%EF%BE%9C%EF%BD%B0%EF%BD%B8%EF%BE%8C%EF%BE%9B%EF%BD%B0%E7%94%B3%E8%AB%8BRPA%E3%81%AB%E3%81%A6%EF%BD%B4%EF%BE%97%EF%BD%B0%E7%99%BA%E5%A0%B1%28%EF%BD%B4%EF%BE%97%EF%BD%B0%2801%29%EF%BD%BC%EF%BD%BD%EF%BE%83%EF%BE%91%EF%BD%B4%EF%BE%97%EF%BD%B0%29&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=eb7463c7-2dd4-435e-8b37-4b5f5dd9979d&end","","done","","2026-03-25T02:21:49","NO_LINK","2024/01/05","6914","山本 良子","ＲＰＡ","食肉(BluePrism)","警告・定例監視エラー","汎用ﾜｰｸﾌﾛｰ申請RPAにてｴﾗｰ発報(ｴﾗｰ(01)ｼｽﾃﾑｴﾗｰ)","5","完了承認済","2024/01/05","2024/01/09","2024/01/09","2024/01/09","","","","","暫定","ＲＰＡ","暫定"
"VwSyogai_11ALL","49258C3000042207_94C5E4BF45160B7649258A9B003611EB","49258C3000042207","94C5E4BF45160B7649258A9B003611EB","","【会計課題】S4自動仕訳(仕入相殺)で会計期間ｴﾗｰ(0099)","2024/01/05","1-2f0186e03ebd445f8ddd5eadf0ec25e9!109-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2F%E3%80%90%E4%BC%9A%E8%A8%88%E8%AA%B2%E9%A1%8C%E3%80%91S4%E8%87%AA%E5%8B%95%E4%BB%95%E8%A8%B3%28%E4%BB%95%E5%85%A5%E7%9B%B8%E6%AE%BA%5C%29%E3%81%A7%E4%BC%9A%E8%A8%88%E6%9C%9F%E9%96%93%EF%BD%B4%EF%BE%97%EF%BD%B0%280099%5C%29%7Ca058ab3b-2100-429f-8c2d-70eb16e22f69%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#%E3%80%90%E4%BC%9A%E8%A8%88%E8%AA%B2%E9%A1%8C%E3%80%91S4%E8%87%AA%E5%8B%95%E4%BB%95%E8%A8%B3%28%E4%BB%95%E5%85%A5%E7%9B%B8%E6%AE%BA%29%E3%81%A7%E4%BC%9A%E8%A8%88%E6%9C%9F%E9%96%93%EF%BD%B4%EF%BE%97%EF%BD%B0%280099%29&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=a058ab3b-2100-429f-8c2d-70eb16e22f69&end","","done","","2026-03-25T02:21:56","HAS_LINK_UNRESOLVED","2024/01/05","6915","濵口 清美","食肉","07.債権債務（食肉）","障害","【会計課題】S4自動仕訳(仕入相殺)で会計期間ｴﾗｰ(0099)","30","完了承認済","2024/01/05","2024/01/09","2024/01/09","2024/01/09","","","","買掛金支払依頼入力","暫定","食肉","暫定"
"VwSyogai_11ALL","49258C3000042207_B259B7D2BA40235B49258A9B00408DEF","49258C3000042207","B259B7D2BA40235B49258A9B00408DEF","","ｲﾝﾄﾗ_NBC在庫照合ﾃﾞｰﾀが2倍で受信","2024/01/05","1-4bb0f4d167c34290b482aa8e4fa52434!220-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2F%EF%BD%B2%EF%BE%9D%EF%BE%84%EF%BE%97_NBC%E5%9C%A8%E5%BA%AB%E7%85%A7%E5%90%88%EF%BE%83%EF%BE%9E%EF%BD%B0%EF%BE%80%E3%81%8C2%E5%80%8D%E3%81%A7%E5%8F%97%E4%BF%A1%7Cabf0b20b-26c4-44be-aa42-a602e07e6876%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#%EF%BD%B2%EF%BE%9D%EF%BE%84%EF%BE%97_NBC%E5%9C%A8%E5%BA%AB%E7%85%A7%E5%90%88%EF%BE%83%EF%BE%9E%EF%BD%B0%EF%BE%80%E3%81%8C2%E5%80%8D%E3%81%A7%E5%8F%97%E4%BF%A1&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=abf0b20b-26c4-44be-aa42-a602e07e6876&end","","done","","2026-03-25T02:22:02","HAS_LINK_UNRESOLVED","2024/01/05","6916","小石沢 康子","フード","フードイントラ","障害","ｲﾝﾄﾗ_NBC在庫照合ﾃﾞｰﾀが2倍で受信","300","完了承認済","2024/01/05","2024/02/05","2024/02/05","2024/02/05","","","","売帳","暫定","フード","暫定"
"VwSyogai_11ALL","49258C3000042207_15ACA28D0DB4537349258A9C000FDB77","49258C3000042207","15ACA28D0DB4537349258A9C000FDB77","","WING 売上ﾃﾞｰﾀ連携画面に､未計上の売上が表示されない(発送明細 未連携)","2024/01/06","1-fa1a3716408e479e96627763f07b772a!17-0b498be5-b3c2-40ff-9219-c45c658c71f5","https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB?wd=target%28%E9%9A%9C%E5%AE%B3DB_2024.one%7C541c93d1-05f4-42bb-8cb3-1b62eaba438a%2FWING%20%E5%A3%B2%E4%B8%8A%EF%BE%83%EF%BE%9E%EF%BD%B0%EF%BE%80%E9%80%A3%E6%90%BA%E7%94%BB%E9%9D%A2%E3%81%AB%EF%BD%A4%E6%9C%AA%E8%A8%88%E4%B8%8A%E3%81%AE%E5%A3%B2%E4%B8%8A%E3%81%8C%E8%A1%A8%E7%A4%BA%E3%81%95%E3%82%8C%E3%81%AA%E3%81%84%28%E7%99%BA%E9%80%81%E6%98%8E%E7%B4%B0%20%E6%9C%AA%E9%80%A3%E6%90%BA%5C%29%7C873f8596-8d6f-4bf1-92de-06ad1fcb71e2%2F%29","onenote:https://nipponham86.sharepoint.com/sites/meat-sys-knowledge/Shared%20Documents/OneNote/%e9%9a%9c%e5%ae%b3DB/%E9%9A%9C%E5%AE%B3DB_2024.one#WING%20%E5%A3%B2%E4%B8%8A%EF%BE%83%EF%BE%9E%EF%BD%B0%EF%BE%80%E9%80%A3%E6%90%BA%E7%94%BB%E9%9D%A2%E3%81%AB%EF%BD%A4%E6%9C%AA%E8%A8%88%E4%B8%8A%E3%81%AE%E5%A3%B2%E4%B8%8A%E3%81%8C%E8%A1%A8%E7%A4%BA%E3%81%95%E3%82%8C%E3%81%AA%E3%81%84%28%E7%99%BA%E9%80%81%E6%98%8E%E7%B4%B0%20%E6%9C%AA%E9%80%A3%E6%90%BA%29&section-id=541c93d1-05f4-42bb-8cb3-1b62eaba438a&page-id=873f8596-8d6f-4bf1-92de-06ad1fcb71e2&end","","done","","2026-03-25T02:22:10","HAS_LINK_UNRESOLVED","2024/01/06","6917","林 柚希","ＮＷＦ","12.ＷＩＮＧ（工場）","障害","WING 売上ﾃﾞｰﾀ連携画面に､未計上の売上が表示されない(発送明細 未連携)","150","完了承認済","2024/01/06","2024/01/06","2024/01/06","2024/01/06","","","","","暫定","ＮＷＦ","暫定"
